SRR12363092,CONTROL
SRR12363093,CONTROL
SRR12363098,PLS_30min
SRR12363099,PLS_30min
SRR12363095,PLS_15min
SRR12363096,PLS_15min
SRR12363101,PLS_4h
SRR12363102,PLS_4h
